Animal ID;Name;DateTime;Date of Birth;Outcome Type;Outcome Subtype;Animal Type;Sex upon Outcome;Age upon Outcome;Breed;Color
A822828;Winston;09/11/2020 11:44:00 AM;09/10/2018;Transfer;Partner;Cat;Neutered Male;2 years;Domestic Shorthair;Black
A815733;Sissy Blue;04/04/2020 03:07:00 PM;11/24/2019;Return to Owner;;Dog;Spayed Female;4 months;Pit Bull;White
A810793;Storm;12/26/2019 10:53:00 AM;12/20/2018;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair;Black/Tan
A799543;;07/11/2019 01:50:00 PM;07/09/2018;Transfer;Partner;Other;Unknown;1 year;Guinea Pig;Brown
A783279;*Leo;01/31/2019 11:55:00 AM;04/28/2018;Adoption;;Dog;Neutered Male;9 months;Staffordshire Mix;Black/White
A807513;*Manicotti;11/12/2019 12:37:00 PM;09/19/2019;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair;Brown Tabby
A794959;;05/22/2019 04:28:00 PM;04/28/2019;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair;Blue
A820581;*Fitzgerald;08/04/2020 04:50:00 PM;02/23/2020;Adoption;;Dog;Neutered Male;5 months;Labrador Retriever Mix;White/Black
A788161;*Nibler;02/03/2019 06:06:00 PM;07/27/2018;Adoption;;Dog;Neutered Male;6 months;Pointer Mix;Black/White
A799847;;07/26/2019 01:05:00 PM;04/30/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Medium Hair;Black
A783200;*Pearce;01/10/2019 10:45:00 AM;10/26/2017;Adoption;;Dog;Neutered Male;1 year;Staffordshire Mix;Blue/White
A795659;;09/06/2019 11:33:00 AM;05/02/2019;Adoption;Foster;Cat;Spayed Female;4 months;Domestic Shorthair;Black
A817192;;05/10/2020 04:48:00 PM;04/09/2020;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair;Black
A812982;;02/06/2020 04:36:00 PM;09/01/2019;Adoption;;Cat;Neutered Male;5 months;Domestic Medium Hair Mix;Black/White
A797668;*Mike;07/19/2019 01:25:00 PM;05/16/2019;Transfer;Partner;Cat;Intact Male;2 months;Domestic Medium Hair Mix;Black
A814935;*Elizabeth;05/12/2020 10:26:00 AM;03/08/2018;Adoption;Foster;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Calico
A787074;Murray;02/02/2019 05:18:00 PM;01/07/2017;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Orange Tabby/White
A819081;;06/22/2020 12:53:00 PM;04/01/2020;Transfer;Partner;Dog;Intact Male;2 months;German Shepherd;Brown/Black
A788352;;02/04/2019 04:07:00 PM;10/31/2018;Adoption;;Dog;Spayed Female;3 months;Australian Shepherd Mix;White/Black
A786767;;01/07/2019 05:27:00 PM;07/07/2018;Adoption;;Dog;Neutered Male;6 months;Staffordshire Mix;White/Brown Brindle
A800254;Piper;07/23/2019 05:02:00 PM;05/18/2019;Adoption;;Dog;Spayed Female;2 months;German Shepherd;Brown/White
A774282;*Jamjam;02/21/2019 10:51:00 AM;07/19/2010;Adoption;Foster;Dog;Neutered Male;8 years;Pit Bull Mix;White/Brown
A792290;;04/08/2019 07:19:00 PM;03/31/2019;Transfer;Partner;Cat;Intact Male;1 weeks;Domestic Shorthair Mix;Orange Tabby
A789555;Trix;02/23/2019 06:52:00 PM;02/23/2018;Return to Owner;;Dog;Neutered Male;1 year;Lhasa Apso Mix;Tan/White
A815411;;03/27/2020 02:40:00 PM;03/15/2018;Transfer;Snr;Cat;Intact Female;2 years;Domestic Medium Hair Mix;Calico
A794462;Suzie;05/13/2019 03:42:00 PM;05/12/2012;Adoption;;Dog;Spayed Female;7 years;Labrador Retriever/Whippet;Buff
A808114;;11/09/2019 05:24:00 PM;11/04/2017;Adoption;;Dog;Neutered Male;2 years;Chihuahua Shorthair;Black/Brown
A811708;;01/12/2020 10:49:00 AM;01/08/2019;Transfer;Snr;Cat;Intact Male;1 year;Russian Blue;Blue
A822797;;10/22/2020 02:13:00 PM;08/18/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Brown Tabby
A811098;;01/02/2020 06:08:00 PM;10/27/2019;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever/Anatol Shepherd;Brown
A827680;;12/30/2020 03:27:00 PM;11/29/2020;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair;Brown Tabby
A792310;;04/23/2019 06:30:00 AM;04/07/2019;Died;In Foster;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;Torbie
A804352;*Cindy;10/16/2019 12:47:00 PM;07/29/2019;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Medium Hair;Blue/White
A777794;Rex;08/25/2019 11:28:00 AM;02/13/2018;Adoption;Foster;Dog;Neutered Male;1 year;Pit Bull Mix;Fawn/White
A813194;Butterball;02/08/2020 11:41:00 AM;02/05/2015;Return to Owner;;Dog;Intact Female;5 years;Great Pyrenees;White/Brown
A791026;;03/24/2019 02:36:00 PM;03/20/2018;Transfer;Snr;Cat;Intact Female;1 year;Domestic Shorthair Mix;Torbie
A794281;Cacho;05/06/2019 04:53:00 PM;05/06/2017;Return to Owner;;Dog;Intact Male;2 years;Miniature Poodle Mix;White
A803516;;09/12/2019 01:00:00 PM;07/18/2019;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair;Tortie
A787702;Bacon;01/18/2019 03:29:00 PM;06/18/2018;Transfer;Partner;Cat;Spayed Female;7 months;Domestic Shorthair Mix;Orange Tabby/White
A809404;*Garrett;12/23/2019 06:25:00 PM;11/23/2017;Adoption;;Dog;Neutered Male;2 years;Canaan Dog/Labrador Retriever;White
A815974;Hope;04/14/2020 03:22:00 PM;04/01/2018;Adoption;Foster;Dog;Spayed Female;2 years;Border Collie Mix;White/Brown
A822201;*Cora;10/03/2020 08:15:00 AM;07/14/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Tortie
A794044;*Charlamagne;05/11/2019 01:02:00 PM;02/08/2019;Adoption;;Dog;Neutered Male;3 months;Labrador Retriever Mix;Tan
A787438;;01/17/2019 05:09:00 PM;11/13/2018;Adoption;;Dog;Spayed Female;2 months;Chihuahua Shorthair Mix;Black
A820317;;07/20/2020 06:23:00 PM;07/17/2017;Return to Owner;;Dog;Intact Male;3 years;Pit Bull;Brown/White
A822549;Lightning;09/22/2020 07:05:00 PM;06/04/2020;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Brown Tabby/White
A811052;Holly;02/04/2020 04:14:00 PM;04/27/2019;Adoption;;Dog;Spayed Female;9 months;German Shepherd;Brown/Black
A792122;Flash;04/10/2019 04:18:00 PM;03/27/2010;Return to Owner;;Cat;Spayed Female;9 years;Domestic Shorthair Mix;Brown Tabby
A804249;Oscar;09/13/2019 01:50:00 PM;09/12/2018;Return to Owner;;Dog;Neutered Male;1 year;Dachshund;Red
A799594;*Midge;09/26/2019 10:24:00 AM;07/10/2018;Adoption;Foster;Cat;Spayed Female;1 year;Snowshoe Mix;Lynx Point
A793552;;04/26/2019 05:06:00 PM;04/26/2019;Euthanasia;Rabies Risk;Other;Intact Male;0 years;Raccoon Mix;Black/White
A823365;;09/22/2020 03:58:00 PM;08/31/2020;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Brown Tabby
A798842;;07/05/2019 06:30:00 PM;03/01/2019;Transfer;Snr;Cat;Intact Male;4 months;Domestic Shorthair;Brown Tabby
A800280;;07/29/2019 02:52:00 PM;04/27/2019;Transfer;Snr;Cat;Intact Female;3 months;Domestic Shorthair;Orange Tabby
A817736;;05/24/2020 03:40:00 PM;05/24/2018;Return to Owner;;Dog;Spayed Female;2 years;Labrador Retriever Mix;Brown/Brown Brindle
A800145;Isla;07/20/2019 04:47:00 PM;05/05/2019;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever;Red
A816294;*Cherish;05/11/2020 02:59:00 PM;04/13/2018;Adoption;;Dog;Spayed Female;2 years;Pit Bull;Brown/Fawn
A799169;;07/08/2019 05:25:00 PM;07/05/2018;Transfer;Snr;Cat;Unknown;1 year;Domestic Shorthair;Tortie
A815908;;03/30/2020 04:09:00 PM;03/29/2018;Transfer;Partner;Other;Unknown;2 years;Hamster;Blue/White
A812306;;01/23/2020 05:45:00 PM;03/19/2019;Transfer;Snr;Cat;Intact Male;10 months;Domestic Shorthair;Orange Tabby
A810407;Sage;12/14/2019 04:30:00 PM;12/12/2016;Return to Owner;;Dog;Spayed Female;3 years;Cairn Terrier Mix;Black/Gray
A811296;Rosie;01/06/2020 05:45:00 PM;07/01/2014;Adoption;;Dog;Spayed Female;5 years;Flat Coat Retriever Mix;Black/White
A767889;*Minnie;12/22/2019 03:41:00 PM;03/08/2017;Adoption;;Cat;Spayed Female;2 years;Munchkin Shorthair Mix;Orange Tabby
A822194;*Trash Panda;10/09/2020 04:47:00 PM;07/28/2020;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black/White
A822330;;08/31/2020 03:23:00 PM;08/16/2020;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair;Blue
A806091;*Dali;10/16/2019 04:49:00 PM;01/05/2019;Adoption;;Dog;Neutered Male;9 months;Australian Cattle Dog Mix;Gray/Black
A788350;Bear;02/02/2019 06:30:00 PM;01/31/2018;Return to Owner;;Dog;Neutered Male;1 year;German Shepherd Mix;Fawn/White
A826913;;12/14/2020 04:52:00 PM;09/30/2020;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Cream Tabby/White
A798952;Toast;08/23/2019 01:31:00 PM;07/02/2017;Adoption;;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Calico
A795822;*Professor Mcgonagall;06/15/2019 12:37:00 PM;05/25/2017;Adoption;;Cat;Spayed Female;2 years;Domestic Medium Hair Mix;Brown Tabby
A805942;;11/29/2019 05:43:00 PM;04/03/2019;Adoption;;Cat;Spayed Female;7 months;Domestic Shorthair;Brown Tabby
A788428;*Brindi;04/12/2019 04:09:00 PM;02/02/2017;Adoption;Foster;Dog;Spayed Female;2 years;Plott Hound Mix;Brown Brindle/White
A801791;;08/10/2019 07:26:00 AM;08/09/2017;Disposal;;Other;Unknown;2 years;Bat;Brown/Brown
A790172;;03/07/2019 12:00:00 AM;03/05/2018;Euthanasia;Suffering;Bird;Unknown;1 year;Chicken Mix;White/Red
A790929;Mo-Key;03/23/2019 02:40:00 PM;10/19/2015;Adoption;;Cat;Neutered Male;3 years;Domestic Shorthair Mix;Blue Tabby
A795420;Gilda;06/05/2019 11:55:00 AM;03/20/2019;Transfer;Partner;Cat;Spayed Female;2 months;Domestic Shorthair;Blue Tabby/White
A782869;*Patches;01/15/2019 12:10:00 PM;10/22/2016;Adoption;;Dog;Neutered Male;2 years;Pit Bull Mix;White/Brown Brindle
A798490;Unknown;06/30/2019 12:15:00 PM;06/26/2017;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Red
A790797;;07/16/2019 09:03:00 AM;03/16/2019;Adoption;Foster;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Black/White
A809287;Roman;06/16/2020 07:47:00 AM;05/22/2016;Adoption;Foster;Dog;Neutered Male;4 years;Pointer/Pit Bull;White/Red
A802930;Orange Foot;09/03/2019 12:59:00 PM;10/24/2018;Transfer;Partner;Cat;Spayed Female;10 months;Domestic Shorthair;Tortie
A786393;Jackson;01/16/2019 12:47:00 PM;12/23/2017;Transfer;Partner;Dog;Neutered Male;1 year;Chihuahua Shorthair Mix;Tricolor
A815398;;03/15/2020 01:14:00 PM;03/15/2019;Return to Owner;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;White/Orange Tabby
A796046;;06/01/2019 01:20:00 PM;05/28/2017;Euthanasia;Rabies Risk;Other;Unknown;2 years;Fox;Brown
A804060;*Gummy Bear;10/19/2019 06:22:00 PM;08/12/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Blue Tabby
A633363;Boo Boo;09/17/2019 01:44:00 PM;04/12/2012;Adoption;;Cat;Neutered Male;7 years;Domestic Shorthair Mix;Black/White
A824215;;10/15/2020 12:02:00 PM;07/08/2020;Adoption;;Cat;Spayed Female;3 months;Siamese;Tortie Point
A812220;;01/27/2020 07:07:00 PM;01/18/2016;Adoption;;Dog;Neutered Male;4 years;Catahoula Mix;Blue Merle/Tricolor
A820437;;07/27/2020 04:52:00 PM;11/20/2019;Adoption;;Dog;Neutered Male;8 months;Pit Bull;Black/White
A792678;Halloween;04/15/2019 01:03:00 PM;11/12/2018;Transfer;Partner;Other;Intact Male;5 months;Guinea Pig;Tricolor
A802002;;08/17/2019 06:24:00 PM;06/17/2019;Adoption;;Cat;Neutered Male;1 month;Domestic Shorthair;Brown Tabby/White
A794708;;05/15/2019 06:14:00 PM;03/11/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Medium Hair;Blue Tabby
A788296;;04/04/2019 04:10:00 PM;01/30/2019;Adoption;Foster;Dog;Spayed Female;2 months;Labrador Retriever Mix;Tricolor
A795005;Hunter;06/22/2019 04:41:00 PM;04/22/2019;Adoption;;Dog;Neutered Male;1 month;Pointer Mix;Fawn
A802157;;08/18/2019 11:41:00 AM;08/14/2009;Adoption;;Dog;Spayed Female;10 years;Dachshund;Red
A799928;;07/19/2019 09:09:00 AM;07/14/2018;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Black
A805530;;10/02/2019 04:46:00 PM;07/13/2019;Adoption;;Dog;Neutered Male;2 months;German Shepherd/Labrador Retriever;White/Tan
A590339;Fluffy;03/06/2019 11:27:00 AM;01/24/2008;Return to Owner;;Dog;Neutered Male;11 years;Miniature Poodle Mix;White
A798563;*Chester;06/27/2019 12:00:00 AM;05/05/2019;Transfer;Partner;Dog;Intact Male;1 month;Labrador Retriever/Border Collie;Black/White
A820420;*Maddie;08/29/2020 10:21:00 AM;06/12/2020;Adoption;Foster;Dog;Spayed Female;2 months;Chihuahua Shorthair;Black/White
A759787;Cyros;05/31/2019 03:25:00 PM;11/19/2016;Return to Owner;;Dog;Neutered Male;2 years;Pit Bull Mix;Chocolate/White
A803323;Ruth;09/02/2019 05:13:00 PM;08/30/2012;Transfer;Partner;Dog;Intact Female;7 years;Chihuahua Shorthair Mix;Black/White
A809790;Snickers;12/04/2019 12:20:00 PM;05/01/2019;Transfer;Partner;Other;Intact Male;7 months;Guinea Pig;Black/Tricolor
A823297;;09/24/2020 03:33:00 PM;09/23/2012;Transfer;Partner;Dog;Spayed Female;8 years;Chihuahua Shorthair;Cream
A798759;;07/05/2019 03:39:00 PM;01/30/2019;Adoption;;Dog;Neutered Male;5 months;German Shepherd;Black
A805596;;09/29/2019 01:28:00 PM;09/22/2019;Transfer;Partner;Cat;Unknown;1 week;Domestic Shorthair;Black
A797820;Lucy;06/20/2019 11:18:00 AM;06/18/2017;Return to Owner;;Dog;Spayed Female;2 years;Cardigan Welsh Corgi/Australian Cattle Dog;White/Brown Brindle
A793698;*Vangie Vanessa Mateo;07/16/2019 12:02:00 PM;04/06/2019;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Brown Tabby/White
A808912;;11/29/2019 11:13:00 AM;11/16/2017;Adoption;;Dog;Spayed Female;2 years;Chihuahua Shorthair;Black
A791260;Desmond;05/02/2019 06:42:00 PM;03/23/2018;Adoption;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Black
A804355;*Elsie;04/21/2020 09:18:00 AM;09/13/2011;Adoption;Foster;Dog;Spayed Female;8 years;Queensland Heeler Mix;White/Black
A815848;;03/29/2020 09:50:00 AM;03/27/2019;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
A792483;;05/14/2019 06:09:00 PM;03/13/2019;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Tortie
A823224;;11/21/2020 12:36:00 PM;08/11/2020;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair;Black
A806039;Pochis;10/11/2019 03:47:00 PM;07/05/2018;Transfer;Partner;Dog;Neutered Male;1 year;Miniature Schnauzer/Yorkshire Terrier;Tan
A820358;*Fergie;09/17/2020 03:50:00 PM;04/02/2020;Adoption;;Cat;Spayed Female;5 months;Domestic Shorthair Mix;Orange Tabby
A820062;*Felka;10/01/2020 02:46:00 PM;07/10/2018;Adoption;Foster;Cat;Spayed Female;2 years;Russian Blue Mix;Blue
A793546;;04/29/2019 04:15:00 PM;12/26/2018;Transfer;Partner;Dog;Spayed Female;4 months;Pointer Mix;White/Black
A818802;Chloe;06/23/2020 01:20:00 PM;06/15/2018;Adoption;;Dog;Spayed Female;2 years;Chihuahua Shorthair;White/Black
A487443;Ebbe;06/22/2019 06:41:00 PM;09/25/2005;Return to Owner;;Dog;Spayed Female;13 years;Chow Chow/Labrador Retriever;Black
A815313;;03/15/2020 06:13:00 PM;01/06/2020;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever/Pit Bull;Brown/White
A816171;;04/09/2020 04:40:00 PM;04/08/2018;Return to Owner;;Dog;Intact Male;2 years;Belgian Malinois;Brown/Black
A803686;China;09/11/2019 11:52:00 AM;09/04/2017;Rto-Adopt;;Dog;Spayed Female;2 years;American Pit Bull Terrier;Brown
A791986;*Khal Doggo;05/10/2019 12:58:00 PM;04/03/2017;Adoption;;Dog;Neutered Male;2 years;American Bulldog/Labrador Retriever;White/Black
A795959;*Frankles;06/22/2019 02:17:00 PM;04/26/2019;Adoption;Foster;Cat;Neutered Male;1 month;Domestic Shorthair Mix;Orange Tabby
A800137;;07/17/2019 04:45:00 PM;07/16/2016;Transfer;Partner;Dog;Intact Female;3 years;Chihuahua Shorthair;Brown/Tan
A822236;;08/28/2020 03:26:00 PM;08/27/2020;Transfer;Partner;Dog;Intact Female;1 day;Australian Shepherd Mix;Brown
A820182;;07/15/2020 11:57:00 AM;04/29/2020;Died;In Kennel;Dog;Intact Female;2 months;Labrador Retriever/German Shepherd;Black/White
A797400;Zeek;01/11/2020 05:12:00 PM;12/13/2009;Adoption;;Dog;Neutered Male;10 years;Pit Bull;Blue
A793102;Abby;04/22/2019 11:43:00 AM;04/19/2017;Rto-Adopt;;Dog;Spayed Female;2 years;Pit Bull Mix;Brown/White
A824944;*Margot;12/04/2020 12:59:00 PM;10/23/2019;Transfer;Partner;Dog;Spayed Female;1 year;Plott Hound Mix;Brown Brindle/White
A794611;*Wink;05/16/2019 04:07:00 PM;08/10/2018;Transfer;Partner;Dog;Intact Male;9 months;Pit Bull Mix;Black/White
A813351;;02/14/2020 05:45:00 PM;02/08/2019;Adoption;;Dog;Neutered Male;1 year;Siberian Husky Mix;Black/White
A786978;*Frisky;01/12/2019 06:08:00 PM;10/09/2018;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby
A798687;;07/03/2019 04:14:00 PM;04/03/2019;Adoption;;Dog;Spayed Female;2 months;Rottweiler Mix;Black/Tan
A814063;Rosie;02/27/2020 06:58:00 PM;12/17/2019;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever Mix;Brown
A800673;;07/24/2019 06:41:00 PM;07/24/2017;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Black
A824830;;12/22/2020 04:49:00 PM;09/02/2020;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Brown Tabby
A528768;Joey;01/04/2020 03:15:00 PM;03/29/2007;Return to Owner;;Dog;Neutered Male;12 years;Pug Mix;Fawn/Black
A805051;*Blaze;09/29/2019 04:18:00 PM;09/21/2018;Adoption;;Dog;Spayed Female;1 year;Pit Bull;Red/White
A790248;;03/07/2019 02:13:00 PM;03/06/2011;Transfer;Partner;Dog;Intact Female;8 years;Boxer Mix;Brown/White
A795245;Daisy;05/21/2019 12:13:00 PM;05/18/2015;Transfer;Partner;Dog;Spayed Female;4 years;Cocker Spaniel/Labrador Retriever;Gold
A820309;Sabrina;07/26/2020 01:38:00 PM;04/25/2020;Adoption;;Dog;Spayed Female;3 months;Labrador Retriever;White
A821565;*Tiny;10/06/2020 02:25:00 PM;07/24/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Blue
A816431;*Oj;06/30/2020 12:26:00 PM;08/17/2019;Adoption;Foster;Cat;Neutered Male;10 months;Domestic Shorthair;Orange Tabby
A816295;;04/16/2020 09:09:00 AM;02/04/2020;Transfer;Partner;Dog;Intact Male;2 months;Australian Shepherd/Labrador Retriever;White/Brown
A809673;;12/03/2019 04:47:00 PM;09/29/2019;Adoption;;Dog;Spayed Female;2 months;Chihuahua Shorthair;White/Tricolor
A794547;*Harrison;05/15/2019 03:03:00 PM;04/10/2019;Transfer;Partner;Cat;Intact Male;5 weeks;American Shorthair;Brown Tabby
A814170;Raja;04/04/2020 12:36:00 PM;02/25/2015;Rto-Adopt;;Cat;Neutered Male;5 years;Domestic Shorthair;Orange Tabby/White
A798354;Vonna;08/04/2019 11:36:00 PM;06/02/2019;Adoption;;Cat;Intact Female;2 months;Domestic Shorthair Mix;Brown Tabby
A784838;*Ollie;01/28/2019 06:30:00 PM;09/26/2018;Adoption;Foster;Dog;Neutered Male;4 months;Chihuahua Shorthair Mix;Tricolor
A787475;Colt;01/16/2019 10:00:00 AM;01/14/2018;Transfer;Partner;Dog;Intact Male;1 year;Bulldog Mix;Brown
A804199;;09/11/2019 06:24:00 PM;09/04/2019;Transfer;Partner;Cat;Intact Female;1 week;Domestic Shorthair;Black
A821278;*Rory;08/18/2020 09:50:00 AM;06/10/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby/White
A811022;*Sailor Boy;01/07/2020 04:41:00 PM;12/26/2017;Adoption;;Dog;Neutered Male;2 years;Norwegian Elkhound/Alaskan Husky;Tan/Black
A794650;;05/16/2019 05:07:00 PM;05/10/2017;Adoption;;Dog;Spayed Female;2 years;Pointer;White/Brown
A810322;Bruja;12/18/2019 06:32:00 PM;10/11/2019;Adoption;;Cat;Intact Female;2 months;Domestic Shorthair;Black
A789256;Oliver;02/27/2019 11:19:00 AM;09/05/2010;Transfer;Partner;Dog;Neutered Male;8 years;Belgian Malinois Mix;Tricolor
A792982;Slinky;05/05/2019 04:09:00 PM;10/18/2017;Adoption;;Dog;Neutered Male;1 year;Border Collie/Great Pyrenees;White/Black
A796905;;06/07/2019 10:27:00 AM;06/07/2017;Euthanasia;Suffering;Other;Unknown;2 years;Raccoon;Black/Gray
A808426;;11/13/2019 06:03:00 PM;08/08/2019;Adoption;;Dog;Neutered Male;3 months;German Shepherd;Brown/Black
A796156;Banksy;07/06/2019 04:38:00 PM;04/28/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Brown Tabby
A805539;;09/28/2019 03:30:00 PM;09/28/2017;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Brown
A788230;;02/03/2019 04:30:00 PM;01/28/2018;Transfer;Snr;Cat;Unknown;1 year;Domestic Shorthair Mix;White/Blue
A827095;;12/17/2020 06:05:00 PM;09/28/2020;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever/Doberman Pinsch;Chocolate/Tricolor
A823464;;09/24/2020 02:22:00 PM;09/24/2018;Disposal;;Other;Unknown;2 years;Bat;Brown
A796058;*Silk;06/26/2019 04:31:00 PM;04/28/2019;Adoption;Foster;Cat;Spayed Female;1 month;Domestic Shorthair;Calico
A817742;;12/16/2020 09:17:00 AM;04/02/2020;Adoption;Foster;Cat;Spayed Female;8 months;Domestic Shorthair Mix;Torbie/White
A810914;;12/28/2019 05:27:00 PM;10/07/2019;Adoption;;Dog;Neutered Male;2 months;Anatol Shepherd/Great Pyrenees;Tan/White
A820220;*Meunster;08/01/2020 12:35:00 PM;07/14/2018;Adoption;;Dog;Neutered Male;2 years;Chihuahua Shorthair/Parson Russell Terrier;Brown/White
A796850;Ripley;06/16/2019 11:10:00 AM;06/07/2012;Return to Owner;;Dog;Spayed Female;7 years;Labrador Retriever/German Shepherd;Chocolate
A819164;;07/24/2020 01:23:00 PM;05/16/2020;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Brown Tabby/White
A721683;;03/12/2019 11:30:00 AM;12/18/2015;Return to Owner;;Dog;Neutered Male;3 years;Queensland Heeler/Chihuahua Shorthair;Sable/White
A793094;Lexi;04/21/2019 11:43:00 AM;04/19/2017;Return to Owner;;Dog;Intact Female;2 years;Siberian Husky;Black/Gray
A787075;Tator Tot;01/14/2019 04:51:00 PM;01/07/2017;Adoption;;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Tan
A801079;;07/31/2019 11:14:00 AM;07/30/2018;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
A807376;*Finn;11/30/2019 05:45:00 PM;08/09/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair;White/Brown Tabby
A801604;Toby Nugget;08/06/2019 03:36:00 PM;08/06/2013;Return to Owner;;Dog;Neutered Male;6 years;Whippet;Tan
A790975;*Tiramisu;03/23/2019 07:02:00 PM;03/19/2018;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever;Black/Red
A791164;;03/24/2019 03:29:00 PM;03/15/2019;Transfer;Partner;Cat;Unknown;1 weeks;Domestic Shorthair Mix;Black Tabby
A811381;;01/08/2020 02:40:00 PM;01/02/2019;Transfer;Partner;Cat;Intact Male;1 year;Domestic Shorthair;Brown Tabby/White
A792261;*Nigel;04/09/2019 12:05:00 PM;04/08/2015;Rto-Adopt;;Dog;Neutered Male;4 years;Cairn Terrier Mix;Black/Chocolate
A821722;Chiquita;08/25/2020 11:49:00 AM;08/18/2017;Return to Owner;Field;Dog;Spayed Female;3 years;Chihuahua Shorthair Mix;Black/Tricolor
A805469;Bella;10/01/2019 04:21:00 PM;06/27/2019;Adoption;;Dog;Spayed Female;3 months;Australian Cattle Dog Mix;Tan/White
A812508;Beasly;01/24/2020 11:39:00 AM;07/24/2017;Return to Owner;;Dog;Intact Male;2 years;German Shepherd;White
A696968;Riley;12/17/2019 12:17:00 PM;06/15/2014;Transfer;Partner;Dog;Spayed Female;5 years;Chow Chow Mix;Tan
A817446;*Peaches;05/31/2020 02:00:00 PM;05/16/2018;Adoption;;Dog;Spayed Female;2 years;Pit Bull Mix;White
A788169;Chubby;02/06/2019 03:06:00 PM;01/27/2017;Return to Owner;;Dog;Intact Male;2 years;Miniature Schnauzer;White
A796393;;06/12/2019 04:37:00 PM;06/01/2018;Euthanasia;Suffering;Cat;Unknown;1 year;Domestic Shorthair;Brown Tabby
