;index;Animal ID;Name;DateTime;Date of Birth;Outcome Type;Outcome Subtype;Animal Type;Sex upon Outcome;Age upon Outcome;Breed;Color
184;689;A803849;*Patch;09/14/2019 01:29:00 PM;07/07/2019;Adoption;;Dog;Neutered Male;2 months;Dalmatian;White
185;690;A796658;;07/13/2019 06:46:00 AM;06/01/2019;Transfer;Partner;Dog;Intact Female;1 month;American Staffordshire Terrier Mix;Sable/White
186;695;A793031;Violet;04/18/2019 06:31:00 PM;04/18/2013;Return to Owner;;Dog;Spayed Female;6 years;Pit Bull Mix;Blue/White
187;696;A824893;Blaze;10/23/2020 11:11:00 AM;02/22/2020;Return to Owner;;Cat;Neutered Male;8 months;Domestic Shorthair;Orange Tabby/White
188;697;A775250;*Bentley;05/12/2019 03:22:00 PM;02/28/2018;Return to Owner;;Dog;Neutered Male;1 year;Alaskan Malamute/German Shepherd;Black/White
189;703;A800970;;08/03/2019 12:00:00 AM;05/18/2019;Adoption;;Dog;Neutered Male;2 months;Norfolk Terrier;Tan
190;704;A823663;*Fig;10/06/2020 11:40:00 AM;01/28/2020;Transfer;Partner;Dog;Intact Female;8 months;Australian Cattle Dog Mix;Fawn
191;705;A813613;*Kaapo;03/14/2020 12:10:00 PM;02/14/2018;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Blue
192;713;A808560;*Granny Smith;11/13/2019 11:54:00 AM;09/25/2019;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair;Brown Tabby
193;719;A786762;*Pumba;01/13/2019 05:41:00 PM;01/01/2017;Adoption;;Dog;Neutered Male;2 years;American Pit Bull Terrier Mix;Brown
194;720;A758879;Luna;12/21/2019 11:46:00 AM;09/23/2015;Adoption;;Dog;Spayed Female;4 years;Labrador Retriever Mix;Tan/White
195;725;A808227;*Romano;12/03/2019 02:26:00 PM;05/06/2018;Transfer;Partner;Dog;Intact Male;1 year;Dalmatian Mix;White/Black
196;730;A802576;*Ramen;08/27/2019 11:23:00 AM;02/20/2018;Transfer;Partner;Dog;Intact Male;1 year;Pit Bull;Blue/White
197;731;A795782;Maya;05/29/2019 03:24:00 PM;05/24/2018;Return to Owner;;Dog;Intact Female;1 year;Chihuahua Shorthair;Cream
198;734;A809787;Banjo;02/07/2020 06:15:00 PM;02/01/2019;Adoption;Foster;Dog;Neutered Male;1 year;Australian Cattle Dog;Red/White
199;737;A794469;;05/22/2019 04:28:00 PM;04/02/2019;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair;Brown Tabby
200;738;A806106;Gato;10/14/2019 04:02:00 PM;10/05/2015;Return to Owner;;Cat;Neutered Male;4 years;Domestic Shorthair;Gray
201;740;A798956;Lola;08/12/2019 04:01:00 PM;05/02/2019;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Black
202;741;A821281;Buster;08/17/2020 12:00:00 AM;08/07/2012;Transfer;Partner;Dog;Neutered Male;8 years;Basset Hound/Beagle;Tricolor
203;747;A795005;Hunter;09/06/2019 03:36:00 PM;04/22/2019;Transfer;Partner;Dog;Neutered Male;4 months;Pointer Mix;Fawn
204;748;A813028;;02/04/2020 11:07:00 AM;02/02/2018;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Black/Brown
205;757;A808988;;11/26/2019 05:33:00 PM;09/09/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Brown Tabby
206;758;A803123;Gizmo;09/01/2019 03:33:00 PM;06/12/2019;Adoption;;Cat;Intact Male;2 months;Domestic Shorthair;Black/White
207;762;A799660;403 Grams;07/10/2019 07:29:00 PM;07/07/2019;Transfer;Partner;Dog;Intact Male;3 days;Labrador Retriever Mix;Brown
208;763;A819044;*Oliver;08/27/2020 10:43:00 AM;04/28/2020;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair;Orange Tabby/White
209;766;A819299;*Turkey Lurkey;08/07/2020 02:36:00 PM;05/25/2020;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black
210;767;A807768;;11/06/2019 06:27:00 PM;10/29/2012;Adoption;;Dog;Neutered Male;7 years;Great Pyrenees;White
211;780;A768216;Sweetie;01/30/2019 02:47:00 PM;03/15/2016;Transfer;Partner;Dog;Spayed Female;2 years;Pug Mix;Fawn
212;783;A806164;Maya;10/16/2019 06:10:00 PM;07/29/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby/White
213;784;A823747;;10/03/2020 05:35:00 PM;09/29/2018;Euthanasia;Suffering;Cat;Intact Female;2 years;Domestic Shorthair;Calico
214;789;A808996;;11/21/2019 03:06:00 PM;11/17/2017;Transfer;Snr;Cat;Intact Female;2 years;Domestic Medium Hair;Brown Tabby/White
215;790;A804098;*Rosita;10/07/2019 05:45:00 PM;04/10/2019;Adoption;;Cat;Spayed Female;5 months;Domestic Shorthair;Black/White
216;800;A805630;Starr;09/30/2019 08:10:00 AM;09/29/2009;Euthanasia;At Vet;Dog;Intact Female;10 years;Chihuahua Shorthair;White/Black
217;815;A791858;;04/04/2019 01:34:00 PM;04/02/2013;Transfer;Partner;Cat;Intact Female;6 years;Domestic Shorthair Mix;Brown Tabby
218;819;A814026;;02/27/2020 04:52:00 PM;02/23/2018;Transfer;Snr;Cat;Intact Male;2 years;Domestic Shorthair;Black
219;821;A791254;Taco;03/28/2019 01:41:00 PM;02/02/2019;Adoption;;Cat;Intact Male;1 month;Domestic Shorthair Mix;Blue Tabby/White
220;823;A608012;Bella;12/11/2019 06:12:00 AM;11/23/2011;Adoption;Foster;Dog;Spayed Female;8 years;Cardigan Welsh Corgi/Labrador Retriever;White/Tan
221;827;A802474;156 Grams;08/18/2019 06:00:00 PM;08/09/2019;Transfer;Partner;Cat;Intact Female;1 weeks;Domestic Shorthair Mix;Tortie
222;836;A800888;;08/01/2019 03:27:00 PM;07/03/2019;Transfer;Partner;Dog;Intact Female;4 weeks;Cavalier Span;Black/White
223;837;A796517;Chiquis;06/08/2019 12:21:00 PM;06/02/2017;Adoption;;Dog;Spayed Female;2 years;Chihuahua Shorthair Mix;Brown/White
224;839;A796856;;06/12/2019 01:31:00 PM;01/06/2019;Transfer;Partner;Dog;Intact Male;5 months;German Shepherd;Brown
225;841;A824845;;10/27/2020 06:28:00 PM;10/22/2019;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair;Blue
226;846;A800965;Marley;08/17/2019 04:40:00 PM;07/29/2016;Adoption;;Dog;Spayed Female;3 years;Blue Lacy/Beagle;Blue/White
227;847;A805280;*Vincent;12/14/2019 04:55:00 PM;06/06/2019;Adoption;;Cat;Neutered Male;6 months;Domestic Shorthair;Orange Tabby/White
228;850;A789409;Oliver;03/06/2019 06:27:00 PM;02/21/2018;Adoption;;Dog;Neutered Male;1 year;Siberian Husky Mix;Black/White
229;851;A822828;Winston;09/11/2020 11:44:00 AM;09/10/2018;Transfer;Partner;Cat;Neutered Male;2 years;Domestic Shorthair;Black
230;852;A815733;Sissy Blue;04/04/2020 03:07:00 PM;11/24/2019;Return to Owner;;Dog;Spayed Female;4 months;Pit Bull;White
231;867;A810793;Storm;12/26/2019 10:53:00 AM;12/20/2018;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair;Black/Tan
232;874;A799543;;07/11/2019 01:50:00 PM;07/09/2018;Transfer;Partner;Other;Unknown;1 year;Guinea Pig;Brown
233;877;A783279;*Leo;01/31/2019 11:55:00 AM;04/28/2018;Adoption;;Dog;Neutered Male;9 months;Staffordshire Mix;Black/White
234;885;A807513;*Manicotti;11/12/2019 12:37:00 PM;09/19/2019;Transfer;Partner;Cat;Intact Male;1 month;Domestic Shorthair;Brown Tabby
235;886;A794959;;05/22/2019 04:28:00 PM;04/28/2019;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair;Blue
236;889;A820581;*Fitzgerald;08/04/2020 04:50:00 PM;02/23/2020;Adoption;;Dog;Neutered Male;5 months;Labrador Retriever Mix;White/Black
237;897;A788161;*Nibler;02/03/2019 06:06:00 PM;07/27/2018;Adoption;;Dog;Neutered Male;6 months;Pointer Mix;Black/White
238;908;A799847;;07/26/2019 01:05:00 PM;04/30/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Medium Hair;Black
239;909;A783200;*Pearce;01/10/2019 10:45:00 AM;10/26/2017;Adoption;;Dog;Neutered Male;1 year;Staffordshire Mix;Blue/White
240;910;A795412;*Devon;05/25/2019 01:27:00 PM;01/20/2019;Adoption;;Dog;Neutered Male;4 months;Pointer/Rat Terrier;White/Brown Brindle
241;915;A802952;*Jefe;12/04/2019 05:21:00 PM;07/17/2019;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair;Blue Tabby/White
242;917;A795659;;09/06/2019 11:33:00 AM;05/02/2019;Adoption;Foster;Cat;Spayed Female;4 months;Domestic Shorthair;Black
243;919;A813147;Augie;02/11/2020 12:11:00 PM;02/05/2018;Return to Owner;;Dog;Intact Male;2 years;Australian Kelpie Mix;Black/Brown
244;922;A817192;;05/10/2020 04:48:00 PM;04/09/2020;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair;Black
245;924;A792973;Jax;04/21/2019 03:28:00 PM;02/21/2019;Adoption;;Dog;Neutered Male;1 month;Anatol Shepherd Mix;Tan
246;925;A812982;;02/06/2020 04:36:00 PM;09/01/2019;Adoption;;Cat;Neutered Male;5 months;Domestic Medium Hair Mix;Black/White
247;930;A797668;*Mike;07/19/2019 01:25:00 PM;05/16/2019;Transfer;Partner;Cat;Intact Male;2 months;Domestic Medium Hair Mix;Black
248;938;A814935;*Elizabeth;05/12/2020 10:26:00 AM;03/08/2018;Adoption;Foster;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Calico
249;940;A787074;Murray;02/02/2019 05:18:00 PM;01/07/2017;Adoption;;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Orange Tabby/White
250;941;A819081;;06/22/2020 12:53:00 PM;04/01/2020;Transfer;Partner;Dog;Intact Male;2 months;German Shepherd;Brown/Black
251;943;A788352;;02/04/2019 04:07:00 PM;10/31/2018;Adoption;;Dog;Spayed Female;3 months;Australian Shepherd Mix;White/Black
252;945;A786767;;01/07/2019 05:27:00 PM;07/07/2018;Adoption;;Dog;Neutered Male;6 months;Staffordshire Mix;White/Brown Brindle
253;950;A800254;Piper;07/23/2019 05:02:00 PM;05/18/2019;Adoption;;Dog;Spayed Female;2 months;German Shepherd;Brown/White
254;952;A774282;*Jamjam;02/21/2019 10:51:00 AM;07/19/2010;Adoption;Foster;Dog;Neutered Male;8 years;Pit Bull Mix;White/Brown
255;964;A802391;Tommy;04/20/2020 04:36:00 PM;08/17/2017;Return to Owner;;Dog;Neutered Male;2 years;Flat Coat Retriever Mix;Black
256;965;A792290;;04/08/2019 07:19:00 PM;03/31/2019;Transfer;Partner;Cat;Intact Male;1 weeks;Domestic Shorthair Mix;Orange Tabby
257;967;A789555;Trix;02/23/2019 06:52:00 PM;02/23/2018;Return to Owner;;Dog;Neutered Male;1 year;Lhasa Apso Mix;Tan/White
258;969;A815411;;03/27/2020 02:40:00 PM;03/15/2018;Transfer;Snr;Cat;Intact Female;2 years;Domestic Medium Hair Mix;Calico
259;970;A794462;Suzie;05/13/2019 03:42:00 PM;05/12/2012;Adoption;;Dog;Spayed Female;7 years;Labrador Retriever/Whippet;Buff
260;971;A808114;;11/09/2019 05:24:00 PM;11/04/2017;Adoption;;Dog;Neutered Male;2 years;Chihuahua Shorthair;Black/Brown
261;989;A811708;;01/12/2020 10:49:00 AM;01/08/2019;Transfer;Snr;Cat;Intact Male;1 year;Russian Blue;Blue
262;991;A810107;Daisy;12/09/2019 04:03:00 PM;10/15/2019;Adoption;;Dog;Spayed Female;1 month;Collie Smooth Mix;Tricolor
263;992;A822797;;10/22/2020 02:13:00 PM;08/18/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Brown Tabby
264;994;A811098;;01/02/2020 06:08:00 PM;10/27/2019;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever/Anatol Shepherd;Brown
265;1002;A827680;;12/30/2020 03:27:00 PM;11/29/2020;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair;Brown Tabby
266;1003;A792310;;04/23/2019 06:30:00 AM;04/07/2019;Died;In Foster;Cat;Intact Female;2 weeks;Domestic Shorthair Mix;Torbie
267;1005;A804352;*Cindy;10/16/2019 12:47:00 PM;07/29/2019;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Medium Hair;Blue/White
268;1006;A777794;Rex;08/25/2019 11:28:00 AM;02/13/2018;Adoption;Foster;Dog;Neutered Male;1 year;Pit Bull Mix;Fawn/White
269;1007;A807813;Faith;01/02/2020 06:34:00 PM;11/30/2011;Adoption;;Dog;Spayed Female;8 years;Chihuahua Longhair Mix;Black/Tan
270;1013;A813194;Butterball;02/08/2020 11:41:00 AM;02/05/2015;Return to Owner;;Dog;Intact Female;5 years;Great Pyrenees;White/Brown
271;1020;A791026;;03/24/2019 02:36:00 PM;03/20/2018;Transfer;Snr;Cat;Intact Female;1 year;Domestic Shorthair Mix;Torbie
272;1025;A794281;Cacho;05/06/2019 04:53:00 PM;05/06/2017;Return to Owner;;Dog;Intact Male;2 years;Miniature Poodle Mix;White
273;1026;A788817;*Latte;03/03/2019 05:56:00 PM;04/09/2018;Adoption;;Dog;Spayed Female;10 months;Staffordshire Mix;Fawn/White
274;1028;A785244;Athena;01/20/2019 04:12:00 PM;10/27/2018;Adoption;Foster;Dog;Spayed Female;2 months;Collie Rough Mix;Tricolor
275;1029;A806767;*Marmalade;11/16/2019 05:41:00 PM;10/15/2018;Adoption;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Orange Tabby
276;1031;A803516;;09/12/2019 01:00:00 PM;07/18/2019;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair;Tortie
277;1033;A808274;Bean;11/11/2019 05:58:00 PM;11/06/2018;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair;Tan
278;1038;A787702;Bacon;01/18/2019 03:29:00 PM;06/18/2018;Transfer;Partner;Cat;Spayed Female;7 months;Domestic Shorthair Mix;Orange Tabby/White
279;1039;A809404;*Garrett;12/23/2019 06:25:00 PM;11/23/2017;Adoption;;Dog;Neutered Male;2 years;Canaan Dog/Labrador Retriever;White
280;1040;A815974;Hope;04/14/2020 03:22:00 PM;04/01/2018;Adoption;Foster;Dog;Spayed Female;2 years;Border Collie Mix;White/Brown
281;1043;A822201;*Cora;10/03/2020 08:15:00 AM;07/14/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Tortie
282;1044;A794044;*Charlamagne;05/11/2019 01:02:00 PM;02/08/2019;Adoption;;Dog;Neutered Male;3 months;Labrador Retriever Mix;Tan
283;1048;A787438;;01/17/2019 05:09:00 PM;11/13/2018;Adoption;;Dog;Spayed Female;2 months;Chihuahua Shorthair Mix;Black
284;1051;A820317;;07/20/2020 06:23:00 PM;07/17/2017;Return to Owner;;Dog;Intact Male;3 years;Pit Bull;Brown/White
285;1052;A822549;Lightning;09/22/2020 07:05:00 PM;06/04/2020;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Brown Tabby/White
286;1055;A811052;Holly;02/04/2020 04:14:00 PM;04/27/2019;Adoption;;Dog;Spayed Female;9 months;German Shepherd;Brown/Black
287;1064;A796880;Desmond;10/13/2019 12:57:00 PM;06/06/2017;Adoption;;Dog;Neutered Male;2 years;Basenji/Pit Bull;Tan/White
288;1072;A792122;Flash;04/10/2019 04:18:00 PM;03/27/2010;Return to Owner;;Cat;Spayed Female;9 years;Domestic Shorthair Mix;Brown Tabby
289;1076;A804249;Oscar;09/13/2019 01:50:00 PM;09/12/2018;Return to Owner;;Dog;Neutered Male;1 year;Dachshund;Red
290;1077;A799594;*Midge;09/26/2019 10:24:00 AM;07/10/2018;Adoption;Foster;Cat;Spayed Female;1 year;Snowshoe Mix;Lynx Point
291;1079;A793552;;04/26/2019 05:06:00 PM;04/26/2019;Euthanasia;Rabies Risk;Other;Intact Male;0 years;Raccoon Mix;Black/White
292;1083;A823365;;09/22/2020 03:58:00 PM;08/31/2020;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair Mix;Brown Tabby
293;1086;A798842;;07/05/2019 06:30:00 PM;03/01/2019;Transfer;Snr;Cat;Intact Male;4 months;Domestic Shorthair;Brown Tabby
294;1095;A800280;;07/29/2019 02:52:00 PM;04/27/2019;Transfer;Snr;Cat;Intact Female;3 months;Domestic Shorthair;Orange Tabby
295;1096;A817736;;05/24/2020 03:40:00 PM;05/24/2018;Return to Owner;;Dog;Spayed Female;2 years;Labrador Retriever Mix;Brown/Brown Brindle
296;1097;A800145;Isla;07/20/2019 04:47:00 PM;05/05/2019;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever;Red
297;1098;A807044;*Cashew;07/15/2020 07:33:00 AM;05/05/2012;Adoption;Foster;Dog;Neutered Male;8 years;Labrador Retriever/Boxer;Brown
298;1100;A816294;*Cherish;05/11/2020 02:59:00 PM;04/13/2018;Adoption;;Dog;Spayed Female;2 years;Pit Bull;Brown/Fawn
299;1104;A799169;;07/08/2019 05:25:00 PM;07/05/2018;Transfer;Snr;Cat;Unknown;1 year;Domestic Shorthair;Tortie
300;1107;A815908;;03/30/2020 04:09:00 PM;03/29/2018;Transfer;Partner;Other;Unknown;2 years;Hamster;Blue/White
301;1110;A812306;;01/23/2020 05:45:00 PM;03/19/2019;Transfer;Snr;Cat;Intact Male;10 months;Domestic Shorthair;Orange Tabby
302;1111;A810407;Sage;12/14/2019 04:30:00 PM;12/12/2016;Return to Owner;;Dog;Spayed Female;3 years;Cairn Terrier Mix;Black/Gray
303;1118;A811296;Rosie;01/06/2020 05:45:00 PM;07/01/2014;Adoption;;Dog;Spayed Female;5 years;Flat Coat Retriever Mix;Black/White
304;1127;A767889;*Minnie;12/22/2019 03:41:00 PM;03/08/2017;Adoption;;Cat;Spayed Female;2 years;Munchkin Shorthair Mix;Orange Tabby
305;1138;A822194;*Trash Panda;10/09/2020 04:47:00 PM;07/28/2020;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black/White
306;1141;A822330;;08/31/2020 03:23:00 PM;08/16/2020;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair;Blue
307;1145;A806091;*Dali;10/16/2019 04:49:00 PM;01/05/2019;Adoption;;Dog;Neutered Male;9 months;Australian Cattle Dog Mix;Gray/Black
308;1165;A788350;Bear;02/02/2019 06:30:00 PM;01/31/2018;Return to Owner;;Dog;Neutered Male;1 year;German Shepherd Mix;Fawn/White
309;1174;A826913;;12/14/2020 04:52:00 PM;09/30/2020;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Cream Tabby/White
310;1175;A798952;Toast;08/23/2019 01:31:00 PM;07/02/2017;Adoption;;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Calico
311;1179;A795822;*Professor Mcgonagall;06/15/2019 12:37:00 PM;05/25/2017;Adoption;;Cat;Spayed Female;2 years;Domestic Medium Hair Mix;Brown Tabby
312;1180;A805942;;11/29/2019 05:43:00 PM;04/03/2019;Adoption;;Cat;Spayed Female;7 months;Domestic Shorthair;Brown Tabby
313;1185;A788428;*Brindi;04/12/2019 04:09:00 PM;02/02/2017;Adoption;Foster;Dog;Spayed Female;2 years;Plott Hound Mix;Brown Brindle/White
314;1186;A801791;;08/10/2019 07:26:00 AM;08/09/2017;Disposal;;Other;Unknown;2 years;Bat;Brown/Brown
315;1188;A790172;;03/07/2019 12:00:00 AM;03/05/2018;Euthanasia;Suffering;Bird;Unknown;1 year;Chicken Mix;White/Red
316;1197;A790929;Mo-Key;03/23/2019 02:40:00 PM;10/19/2015;Adoption;;Cat;Neutered Male;3 years;Domestic Shorthair Mix;Blue Tabby
317;1198;A795420;Gilda;06/05/2019 11:55:00 AM;03/20/2019;Transfer;Partner;Cat;Spayed Female;2 months;Domestic Shorthair;Blue Tabby/White
318;1203;A802529;*Miel;10/03/2019 12:50:00 PM;08/19/2016;Adoption;Foster;Dog;Spayed Female;3 years;Labrador Retriever Mix;Tan
319;1204;A782869;*Patches;01/15/2019 12:10:00 PM;10/22/2016;Adoption;;Dog;Neutered Male;2 years;Pit Bull Mix;White/Brown Brindle
320;1210;A798490;Unknown;06/30/2019 12:15:00 PM;06/26/2017;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Red
321;1216;A790797;;07/16/2019 09:03:00 AM;03/16/2019;Adoption;Foster;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Black/White
322;1226;A809287;Roman;06/16/2020 07:47:00 AM;05/22/2016;Adoption;Foster;Dog;Neutered Male;4 years;Pointer/Pit Bull;White/Red
323;1233;A802930;Orange Foot;09/03/2019 12:59:00 PM;10/24/2018;Transfer;Partner;Cat;Spayed Female;10 months;Domestic Shorthair;Tortie
324;1241;A786393;Jackson;01/16/2019 12:47:00 PM;12/23/2017;Transfer;Partner;Dog;Neutered Male;1 year;Chihuahua Shorthair Mix;Tricolor
325;1246;A815398;;03/15/2020 01:14:00 PM;03/15/2019;Return to Owner;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;White/Orange Tabby
326;1263;A796046;;06/01/2019 01:20:00 PM;05/28/2017;Euthanasia;Rabies Risk;Other;Unknown;2 years;Fox;Brown
327;1269;A804060;*Gummy Bear;10/19/2019 06:22:00 PM;08/12/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Blue Tabby
328;1281;A633363;Boo Boo;09/17/2019 01:44:00 PM;04/12/2012;Adoption;;Cat;Neutered Male;7 years;Domestic Shorthair Mix;Black/White
329;1282;A824215;;10/15/2020 12:02:00 PM;07/08/2020;Adoption;;Cat;Spayed Female;3 months;Siamese;Tortie Point
330;1283;A812220;;01/27/2020 07:07:00 PM;01/18/2016;Adoption;;Dog;Neutered Male;4 years;Catahoula Mix;Blue Merle/Tricolor
331;1287;A820437;;07/27/2020 04:52:00 PM;11/20/2019;Adoption;;Dog;Neutered Male;8 months;Pit Bull;Black/White
332;1289;A792678;Halloween;04/15/2019 01:03:00 PM;11/12/2018;Transfer;Partner;Other;Intact Male;5 months;Guinea Pig;Tricolor
333;1292;A798022;Tank;06/28/2019 10:31:00 AM;12/20/2009;Transfer;Partner;Dog;Intact Male;9 years;American Bulldog;White/Brown
334;1297;A802002;;08/17/2019 06:24:00 PM;06/17/2019;Adoption;;Cat;Neutered Male;1 month;Domestic Shorthair;Brown Tabby/White
335;1299;A794708;;05/15/2019 06:14:00 PM;03/11/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Medium Hair;Blue Tabby
336;1303;A788296;;04/04/2019 04:10:00 PM;01/30/2019;Adoption;Foster;Dog;Spayed Female;2 months;Labrador Retriever Mix;Tricolor
337;1304;A795005;Hunter;06/22/2019 04:41:00 PM;04/22/2019;Adoption;;Dog;Neutered Male;1 month;Pointer Mix;Fawn
338;1311;A802157;;08/18/2019 11:41:00 AM;08/14/2009;Adoption;;Dog;Spayed Female;10 years;Dachshund;Red
339;1316;A799928;;07/19/2019 09:09:00 AM;07/14/2018;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Black
340;1332;A805530;;10/02/2019 04:46:00 PM;07/13/2019;Adoption;;Dog;Neutered Male;2 months;German Shepherd/Labrador Retriever;White/Tan
341;1337;A590339;Fluffy;03/06/2019 11:27:00 AM;01/24/2008;Return to Owner;;Dog;Neutered Male;11 years;Miniature Poodle Mix;White
342;1338;A798563;*Chester;06/27/2019 12:00:00 AM;05/05/2019;Transfer;Partner;Dog;Intact Male;1 month;Labrador Retriever/Border Collie;Black/White
343;1352;A820420;*Maddie;08/29/2020 10:21:00 AM;06/12/2020;Adoption;Foster;Dog;Spayed Female;2 months;Chihuahua Shorthair;Black/White
344;1354;A759787;Cyros;05/31/2019 03:25:00 PM;11/19/2016;Return to Owner;;Dog;Neutered Male;2 years;Pit Bull Mix;Chocolate/White
345;1358;A782637;Rocky;11/25/2019 06:38:00 PM;10/18/2016;Rto-Adopt;;Dog;Neutered Male;3 years;Siberian Husky;Black/White
346;1362;A803323;Ruth;09/02/2019 05:13:00 PM;08/30/2012;Transfer;Partner;Dog;Intact Female;7 years;Chihuahua Shorthair Mix;Black/White
347;1364;A809790;Snickers;12/04/2019 12:20:00 PM;05/01/2019;Transfer;Partner;Other;Intact Male;7 months;Guinea Pig;Black/Tricolor
348;1375;A823297;;09/24/2020 03:33:00 PM;09/23/2012;Transfer;Partner;Dog;Spayed Female;8 years;Chihuahua Shorthair;Cream
349;1377;A798759;;07/05/2019 03:39:00 PM;01/30/2019;Adoption;;Dog;Neutered Male;5 months;German Shepherd;Black
350;1380;A805596;;09/29/2019 01:28:00 PM;09/22/2019;Transfer;Partner;Cat;Unknown;1 week;Domestic Shorthair;Black
351;1384;A797820;Lucy;06/20/2019 11:18:00 AM;06/18/2017;Return to Owner;;Dog;Spayed Female;2 years;Cardigan Welsh Corgi/Australian Cattle Dog;White/Brown Brindle
352;1388;A793698;*Vangie Vanessa Mateo;07/16/2019 12:02:00 PM;04/06/2019;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Brown Tabby/White
353;1389;A808912;;11/29/2019 11:13:00 AM;11/16/2017;Adoption;;Dog;Spayed Female;2 years;Chihuahua Shorthair;Black
354;1392;A791260;Desmond;05/02/2019 06:42:00 PM;03/23/2018;Adoption;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Black
355;1395;A804355;*Elsie;04/21/2020 09:18:00 AM;09/13/2011;Adoption;Foster;Dog;Spayed Female;8 years;Queensland Heeler Mix;White/Black
356;1398;A815848;;03/29/2020 09:50:00 AM;03/27/2019;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
357;1401;A792483;;05/14/2019 06:09:00 PM;03/13/2019;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Tortie
358;1403;A823224;;11/21/2020 12:36:00 PM;08/11/2020;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair;Black
359;1407;A806039;Pochis;10/11/2019 03:47:00 PM;07/05/2018;Transfer;Partner;Dog;Neutered Male;1 year;Miniature Schnauzer/Yorkshire Terrier;Tan
